chr	start	end	strand	totalbp	nTags	nReads	nTaxaCovered	minTaxaCovered	status	nVariableSites	posVariableSites	nVarSitesKept	posVarSitesKept	refTag?	maxTagLen	minTagLen
1	12734905	12734968	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	12763073	12763136	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	12768186	12768249	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	12792426	12792489	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	12795508	12795571	1	64	1	4	4	15	invariant	0	NA	0	NA	0	64	64
1	12815610	12815673	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	12843668	12843731	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	12845652	12845715	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	12864455	12864518	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	12905819	12905882	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	12909283	12909346	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	12911535	12911598	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	12916130	12916193	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	12929575	12929638	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	12974063	12974126	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	13030299	13030362	-1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	13057135	13057181	1	47	1	2	2	15	invariant	0	NA	0	NA	1	47	47
1	13096241	13096304	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	13157735	13157798	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13160875	13160938	1	64	3	8	7	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	13170609	13170672	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13174549	13174612	-1	64	1	9	8	15	invariant	0	NA	0	NA	0	64	64
1	13191373	13191436	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13207456	13207519	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	13213502	13213565	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	13215333	13215396	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	13260565	13260628	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13305197	13305260	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13319002	13319065	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13324231	13324294	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	13326231	13326294	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	13343334	13343397	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	13362483	13362546	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	13364564	13364627	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13469766	13469829	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	13527686	13527749	1	64	3	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	13531090	13531153	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	13538962	13539025	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	13586581	13586644	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13593653	13593716	-1	64	1	8	7	15	invariant	0	NA	0	NA	1	64	64
1	13630856	13630919	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	13631585	13631648	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	13649558	13649621	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	13669154	13669197	-1	44	1	1	1	15	invariant	0	NA	0	NA	1	44	44
1	13751370	13751433	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13756306	13756369	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	13779524	13779587	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	13815570	13815633	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	13816557	13816620	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13852927	13852990	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13854997	13855060	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	13857366	13857429	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13858689	13858752	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13869743	13869806	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13886630	13886693	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13898178	13898241	-1	64	1	11	10	15	invariant	0	NA	0	NA	0	64	64
1	13898273	13898336	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	13932444	13932507	-1	64	3	5	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	13953103	13953166	1	64	1	7	6	15	invariant	0	NA	0	NA	1	64	64
1	13981587	13981650	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	14048996	14049059	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	14084613	14084676	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	14165713	14165776	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	14218566	14218629	-1	64	1	3	3	15	invariant	0	NA	0	NA	0	64	64
1	14230267	14230330	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	14258530	14258593	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	14280633	14280696	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	14290024	14290087	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	14303304	14303367	1	64	3	4	4	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	14333326	14333389	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	14395449	14395512	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	14395389	14395452	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	14426001	14426064	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	14449751	14449814	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	14475833	14475896	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	14598586	14598649	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	14688202	14688265	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	14760085	14760148	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	14790839	14790902	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	14812428	14812491	1	64	2	5	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	14820755	14820818	1	64	1	2	1	15	invariant	0	NA	0	NA	1	64	64
1	14844402	14844465	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	15090148	15090211	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	15101675	15101738	-1	64	1	5	5	15	invariant	0	NA	0	NA	1	64	64
1	15122192	15122255	1	64	7	24	23	15	polymorphic	6	5:30:34:55:62:63	6	5:30:34:55:62:63	1	64	64
1	15148952	15149015	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	15291562	15291625	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	15323197	15323260	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	15380736	15380799	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	15465073	15465136	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	15564657	15564720	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	15602499	15602562	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	15731895	15731958	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	15825775	15825838	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	15861190	15861253	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	16000716	16000779	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	16001436	16001499	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	16001497	16001560	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	16068893	16068956	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	16196898	16196961	-1	64	1	3	2	15	invariant	0	NA	0	NA	1	64	64
1	16212796	16212859	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	16220749	16220812	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	16248134	16248197	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	16268228	16268291	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	16393279	16393342	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	16450880	16450943	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	16458679	16458742	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	16531785	16531848	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	16682408	16682471	-1	64	2	6	5	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	16682813	16682876	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	16783302	16783365	-1	64	3	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	16858806	16858869	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	16980029	16980092	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	17062495	17062558	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	17097851	17097914	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	17177455	17177518	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	17227913	17227976	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	17252608	17252671	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	17264051	17264114	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	17347488	17347551	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	17436121	17436184	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	17447917	17447980	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	17448254	17448317	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	17448194	17448257	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	17537570	17537633	1	64	1	2	1	15	invariant	0	NA	0	NA	1	64	64
1	17555059	17555122	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	17659437	17659500	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	17714423	17714486	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	17805449	17805512	1	64	1	6	6	15	invariant	0	NA	0	NA	1	64	64
1	17821836	17821899	1	64	3	6	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	17821776	17821839	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	17833210	17833273	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	17986624	17986687	-1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	18294566	18294629	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	18496996	18497059	-1	64	1	5	5	15	invariant	0	NA	0	NA	0	64	64
1	18663554	18663617	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	18703502	18703565	-1	64	1	2	1	15	invariant	0	NA	0	NA	1	64	64
1	18736640	18736703	1	64	3	13	12	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	18799554	18799617	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	18943356	18943419	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	19048541	19048604	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	19257356	19257419	-1	64	6	10	10	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	19259193	19259256	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	19356035	19356098	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	19545616	19545666	-1	51	1	1	1	15	invariant	0	NA	0	NA	0	51	51
1	19551450	19551513	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	19749386	19749449	1	64	2	3	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	19751357	19751420	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	19758955	19759018	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	19849027	19849090	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	19861033	19861096	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	20048622	20048685	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	20140599	20140662	-1	64	1	3	3	15	invariant	0	NA	0	NA	0	64	64
1	20167933	20167996	-1	64	3	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	20244231	20244294	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	20293137	20293200	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	20369404	20369467	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	20453623	20453686	1	64	3	6	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	20558493	20558556	1	64	3	5	5	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	20558879	20558942	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	20586088	20586151	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	20644563	20644626	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	20656345	20656408	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	20664298	20664361	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	20676098	20676161	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	20708949	20709012	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	20722976	20723020	1	45	1	1	1	15	invariant	0	NA	0	NA	1	45	45
1	20742236	20742299	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	20847610	20847673	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	20892921	20892984	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	20892861	20892924	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	20945584	20945647	-1	64	3	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	20992272	20992335	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	21003151	21003214	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	21021268	21021331	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	21037899	21037962	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	21038216	21038279	1	64	3	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	21058155	21058218	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	21116501	21116564	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	21202166	21202229	-1	64	1	4	3	15	invariant	0	NA	0	NA	0	64	64
1	21293666	21293729	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	21301623	21301686	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	21395366	21395429	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	21593403	21593466	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	21608767	21608830	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	21667513	21667576	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	21676777	21676840	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	21687225	21687288	-1	64	1	5	5	15	invariant	0	NA	0	NA	1	64	64
1	21764369	21764432	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	21806784	21806847	-1	64	2	5	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	21863186	21863217	-1	32	1	1	1	15	invariant	0	NA	0	NA	1	32	32
1	21867248	21867311	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	21919664	21919704	-1	41	1	1	1	15	invariant	0	NA	0	NA	0	41	41
1	21940815	21940878	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	21942578	21942641	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	21952417	21952480	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	21979947	21980010	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	21983186	21983249	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	22241517	22241580	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	22285808	22285871	1	64	3	6	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	22309388	22309451	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	22315230	22315293	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	22320720	22320783	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	22378986	22379049	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	22379390	22379453	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	22417458	22417521	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	22479666	22479729	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	22508896	22508959	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	22574496	22574559	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	22590489	22590552	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	22653002	22653065	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	22674272	22674335	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	22721132	22721195	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	22816086	22816149	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	22927538	22927601	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	22959060	22959123	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	22961071	22961134	1	64	4	7	7	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	23098050	23098113	1	64	4	15	14	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	23122930	23122972	1	43	1	1	1	15	invariant	0	NA	0	NA	0	43	43
1	23136498	23136561	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	23144021	23144084	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	23174333	23174396	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	23181046	23181109	1	64	6	8	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	23197186	23197249	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	23197799	23197862	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	23199304	23199367	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	23209672	23209735	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	23250289	23250352	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	23362137	23362200	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	23489228	23489291	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	23564349	23564412	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	23622020	23622083	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	23664800	23664863	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	23666284	23666347	1	64	3	7	7	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	23687734	23687797	1	64	3	8	8	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	23718435	23718498	-1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	23768198	23768261	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	23883818	23883881	-1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	23927892	23927955	1	64	3	8	8	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	23941038	23941101	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	24023991	24024054	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	24047151	24047214	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	24047091	24047154	-1	64	1	5	5	15	invariant	0	NA	0	NA	1	64	64
1	24073767	24073830	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	24143882	24143945	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	24154662	24154725	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	24154852	24154915	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	24304117	24304180	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	24348164	24348189	1	26	1	2	2	15	invariant	0	NA	0	NA	1	26	26
1	24348166	24348191	-1	26	1	1	1	15	invariant	0	NA	0	NA	1	26	26
1	24421169	24421232	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	24470767	24470800	-1	34	1	1	1	15	invariant	0	NA	0	NA	1	34	34
1	24487858	24487921	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	24520768	24520831	1	64	2	5	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	24520890	24520953	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	24583630	24583693	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	24647076	24647137	1	62	1	1	1	15	invariant	0	NA	0	NA	1	62	62
1	24668326	24668389	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	24672644	24672690	1	47	1	1	1	15	invariant	0	NA	0	NA	0	47	47
1	24729566	24729629	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	24750527	24750590	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	24750467	24750530	-1	64	1	3	2	15	invariant	0	NA	0	NA	1	64	64
1	24777381	24777444	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	24779306	24779369	1	64	2	6	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	24846224	24846287	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	24849753	24849781	1	29	1	1	1	15	invariant	0	NA	0	NA	1	29	29
1	24880667	24880730	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	24925098	24925161	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	24951081	24951144	-1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	24967908	24967971	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	25176888	25176951	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	25184396	25184459	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	25248980	25249043	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	25316730	25316793	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	25361217	25361280	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	25395193	25395256	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	25401787	25401850	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	25405422	25405485	1	64	7	8	8	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	25409219	25409282	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	25588315	25588378	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	25594397	25594460	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	25598800	25598863	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	25609422	25609485	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	25610807	25610870	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	25624980	25625043	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	25668772	25668835	-1	64	1	5	5	15	invariant	0	NA	0	NA	1	64	64
1	25687555	25687618	1	64	2	4	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	25747715	25747778	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	25811009	25811072	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	25891575	25891638	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	25931105	25931168	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	25934707	25934770	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	25947979	25948042	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	25959735	25959798	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	25960329	25960392	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	25974919	25974982	1	64	3	4	4	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	26020435	26020498	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	26062092	26062155	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	26126819	26126850	-1	32	1	1	1	15	invariant	0	NA	0	NA	1	32	32
1	26130310	26130373	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	26139783	26139846	-1	64	1	3	2	15	invariant	0	NA	0	NA	1	64	64
1	26141825	26141888	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	26261877	26261940	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	26267166	26267229	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	26274871	26274934	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	26322108	26322171	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	26362056	26362119	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	26361996	26362059	-1	64	1	4	4	15	invariant	0	NA	0	NA	1	64	64
1	26398412	26398475	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	26421132	26421195	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	26466684	26466747	1	64	2	8	8	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	26532500	26532563	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	26557586	26557649	1	64	4	16	12	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	26563127	26563190	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	26574890	26574953	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	26580427	26580490	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	26581445	26581508	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
